node_ID,label,NRP_metallophores_detected,Matched_count,NRPmet_per_genome,Matched_reps
ID31547,Enterobacteriaceae_mixed_RG6,12,13,0.923076923076923,GCF_000365305.1;GCF_000400505.1;GCF_000406105.1;GCF_000406145.1;GCF_000406165.1;GCF_000688655.1;GCF_000688695.1;GCF_000784735.1;GCF_001644705.1;GCF_002111585.1;GCF_002111595.1;GCF_002812485.1;GCF_002847015.1
ID9966,Chamaesiphon,1,2,0.5,GCF_000317145.1;GCF_003003845.1
ID4072,UNC496MF,0,2,0,GCF_900106745.1;GCF_900110075.1
ID6937,Bacillus_RG2,4,8,0.5,GCA_001938995.1;GCF_000300535.1;GCF_000691145.1;GCF_000691165.1;GCF_000715205.1;GCF_001307105.1;GCF_002744245.1;GCF_900186955.1
ID12541,Streptosporangiaceae_mixed_RG3,0,2,0,GCF_000826685.1;GCF_000981225.1
ID14611,Micrococcus_RG1,0,2,0,GCF_000023205.1;GCF_001570885.1
ID9870,Nostocaceae_mixed_RG3,3,2,1.5,GCF_000316575.1;GCF_000332295.1
ID11810,Saccharopolyspora_RG1,3,3,1,GCF_000194155.1;GCF_900106995.1;GCF_900116135.1
ID7485,Amphibacillaceae_mixed,0,5,0,GCF_000190475.1;GCF_000482485.1;GCF_000577245.1;GCF_001038485.1;GCF_900184735.1
ID15355,Brachybacterium_RG1,0,9,0,GCF_000023405.1;GCF_000225825.1;GCF_001969445.1;GCF_002216795.1;GCF_002332425.1;GCF_002407065.1;GCF_002407185.1;GCF_002871795.1;GCF_900184245.1
ID39160,Methylobacterium_RG2,3,9,0.333333333333333,GCF_000022085.1;GCF_001043895.1;GCF_001043915.1;GCF_001043955.1;GCF_001043975.1;GCF_001653715.1;GCF_003058325.1;GCF_003173755.1;GCF_003173775.1
ID7959,Staphylococcus_RG1,0,11,0,GCF_000010125.1;GCF_000338275.1;GCF_000875895.1;GCF_001006765.1;GCF_001431205.1;GCF_001747895.1;GCF_002614725.1;GCF_002732165.1;GCF_002902235.1;GCF_002902365.1;GCF_900097965.1
ID29177,Azotobacter,3,2,1.5,GCF_000380335.1;GCF_900110885.1
ID45394,Corallococcus,1,1,1,GCF_000255295.1
ID45348,Chondromyces,0,2,0,GCF_000601485.1;GCF_001189295.1
ID32895,Colwellia_RG1,1,12,0.0833333333333333,GCA_002162675.1;GCA_002163005.1;GCA_002733765.1;GCA_003521815.1;GCF_000012325.1;GCF_000378625.1;GCF_000764185.1;GCF_000764225.1;GCF_001440345.1;GCF_002207865.1;GCF_002836255.1;GCF_002836775.1
ID12072,Klenkia,0,5,0,GCF_001424485.1;GCF_900100695.1;GCF_900101025.1;GCF_900103975.1;GCF_900112525.1
ID7808,Viridibacillus,1,2,0.5,GCF_001274945.1;GCF_001955655.1
ID29655,Marinobacterium_RG1,1,4,0.25,GCA_003250495.1;GCF_000428985.1;GCF_000705555.1;GCF_900108065.1
ID32949,Psychromonas_RG1,3,9,0.333333333333333,GCF_000015285.1;GCF_000153405.2;GCF_000381745.1;GCF_000420245.1;GCF_000428725.1;GCF_002239585.1;GCF_002835465.1;GCF_002835995.1;GCF_002836415.1
ID41685,Sphingomonas_RG1,0,25,0,GCA_002292295.1;GCA_003075315.1;GCA_003240625.1;GCF_000632225.1;GCF_000739895.2;GCF_000764535.1;GCF_000787715.1;GCF_001421415.1;GCF_001421505.1;GCF_001421535.1;GCF_001421745.1;GCF_001421805.1;GCF_001422045.1;GCF_001423765.1;GCF_001424005.1;GCF_001426195.1;GCF_001476905.1;GCF_001477495.1;GCF_001591005.1;GCF_003046295.1;GCF_003050705.1;GCF_003050745.1;GCF_003053745.1;GCF_900115295.1;GCF_900115745.1
ID36672,Dechloromonas,0,11,0,GCA_002345845.1;GCA_002425245.1;GCA_002470165.1;GCA_002840765.1;GCA_002840785.1;GCA_002842145.1;GCA_002842345.1;GCF_000429605.1;GCF_000519045.1;GCF_001551835.1;GCF_001956855.1
ID10027,Geminocystis,0,4,0,GCF_000317675.1;GCF_000332235.1;GCF_001548095.1;GCF_001548115.1
ID34403,Methylomonadaceae_mixed_RG1,0,4,0,GCF_000190755.2;GCF_000383855.1;GCF_000427625.1;GCF_002934365.1
ID29161,Pseudomonas_A_RG1,2,22,0.0909090909090909,GCA_002339675.1;GCA_002345575.1;GCA_002387205.1;GCA_003488145.1;GCA_003527165.1;GCF_000219605.1;GCF_000235745.1;GCF_000307775.2;GCF_000327065.1;GCF_000341615.1;GCF_000495915.1;GCF_000590475.1;GCF_000661915.1;GCF_000756775.1;GCF_000935215.1;GCF_000952685.1;GCF_002890795.1;GCF_002890895.1;GCF_002890915.1;GCF_002909485.1;GCF_900114065.1;GCF_900129835.1
ID30024,Teredinibacter_RG1,0,0,#DIV/0!,
ID40310,Rhodobacteraceae_mixed_RG4,0,3,0,GCF_002751875.1;GCF_002869745.1;GCF_003057885.1
ID7990,Staphylococcus_RG2,0,6,0,GCF_000236925.1;GCF_001027105.1;GCF_002902085.1;GCF_002902325.1;GCF_002902405.1;GCF_002902725.1
ID5549,Streptococcus_RG3,0,17,0,GCA_000440235.1;GCF_000294495.1;GCF_000377005.1;GCF_000380125.1;GCF_000440115.1;GCF_001182825.2;GCF_001375655.1;GCF_001623565.1;GCF_001921825.1;GCF_001921845.1;GCF_001984715.1;GCF_002760245.1;GCF_002960425.1;GCF_002960445.1;GCF_002960625.1;GCF_002964045.1;GCF_002964575.1
ID12374,Frankia_A,1,1,1,GCF_001017755.1
ID40120,Rhodobacteraceae_mixed_RG5,0,8,0,GCA_003533975.1;GCF_000155675.2;GCF_000155735.2;GCF_000161835.1;GCF_001187845.1;GCF_003072065.1;GCF_900172275.1;GCF_900185015.1
ID3540,Clostridium_RG1,1,8,0.125,GCA_003129525.1;GCF_000230835.1;GCF_000340885.1;GCF_000473995.1;GCF_000621745.1;GCF_002006345.1;GCF_002029255.1;GCF_002760435.1
ID40771,Caulobacter_RG1,0,21,0,GCA_002280275.1;GCA_002280875.1;GCA_003243465.1;GCF_000092285.1;GCF_000281955.1;GCF_000372645.1;GCF_000712075.1;GCF_001414055.1;GCF_001426905.1;GCF_001427665.1;GCF_001556515.1;GCF_002737755.1;GCF_002737765.1;GCF_002742625.1;GCF_002742635.1;GCF_002858865.1;GCF_002858925.1;GCF_003060965.1;GCF_003116815.1;GCF_003185805.1;GCF_900114015.1
ID12556,Thermobifida,2,2,1,GCF_001517975.1;GCF_001592045.1
ID9932,Calothrix_RG1,2,4,0.5,GCF_000331305.1;GCF_001904745.1;GCF_002289455.1;GCF_002368415.1
ID4131,Paenibacillus_G_RG1,3,4,0.75,GCF_000722545.1;GCF_001399685.1;GCF_900099895.1;GCF_900100345.1
ID9793,Nostocaceae_mixed_RG4,2,5,0.4,GCF_000196515.1;GCF_000317695.1;GCF_000332135.1;GCF_001858025.1;GCF_002368075.1
ID5754,Enterococcus_RG1,0,1,0,GCF_000392875.1
ID40073,Rhodobacteraceae_mixed_RG6,3,22,0.136363636363636,GCA_002378665.1;GCF_000152785.1;GCF_000169435.1;GCF_000382265.1;GCF_000967725.1;GCF_001420005.1;GCF_002158905.1;GCF_002797915.1;GCF_002933395.1;GCF_003003285.1;GCF_003058085.1;GCF_900109295.1;GCF_900110065.1;GCF_900110705.1;GCF_900114485.1;GCF_900114675.1;GCF_900115105.1;GCF_900128995.1;GCF_900129845.1;GCF_900143545.1;GCF_900156505.1;GCF_900184895.1
ID36197,Schlegelella,0,1,0,GCF_001017435.1
ID36000,Lampropedia,1,4,0.25,GCF_001005215.1;GCF_002285265.1;GCF_002285285.1;GCF_900129055.1
ID4017,Paenibacillus_B_RG2,2,2,1,GCF_000293805.1;GCF_001894745.1
ID32462,Aeromonas_RG1,22,27,0.814814814814815,GCF_000014805.1;GCF_000388115.1;GCF_000764645.1;GCF_000764655.1;GCF_000764665.1;GCF_000819685.1;GCF_000819725.1;GCF_000819745.1;GCF_000819765.1;GCF_000819785.1;GCF_000819845.1;GCF_000819865.1;GCF_000819885.1;GCF_000819955.1;GCF_000819985.1;GCF_000820005.1;GCF_000820025.1;GCF_000820045.1;GCF_000820085.1;GCF_000820145.1;GCF_000820165.1;GCF_000820185.1;GCF_000820225.1;GCF_000820305.1;GCF_001643305.1;GCF_002795305.1;GCF_002812985.1
ID8005,Staphylococcus_RG3,0,6,0,GCF_001224225.1;GCF_002901705.1;GCF_002901845.1;GCF_002902565.1;GCF_002902575.1;GCF_002902625.1
ID40271,Actibacterium,0,4,0,GCF_000647975.1;GCF_000671395.1;GCF_002285415.1;GCF_002285435.1
ID14715,Brevibacterium_RG1,0,9,0,GCF_001570805.1;GCF_900105045.1;GCF_900105315.1;GCF_900169065.1;GCF_900169145.1;GCF_900169165.1;GCF_900169265.1;GCF_900169275.1;GCF_900169365.1
ID5668,Streptococcus_RG4,0,6,0,GCF_000187995.2;GCF_000286075.1;GCF_000372425.1;GCF_000423725.1;GCF_001431045.1;GCF_001937065.1
ID4049,Paenibacillus_C_RG1,0,7,0,GCF_000422465.1;GCF_001280845.1;GCF_001428245.1;GCF_001682865.1;GCF_001956095.1;GCF_001956295.1;GCF_002884445.1
ID38586,Devosia_RG1,0,19,0,GCA_900470445.1;GCF_000735585.1;GCF_000743575.1;GCF_000969415.1;GCF_000969445.1;GCF_000970455.1;GCF_000971275.1;GCF_000971295.1;GCF_001425445.1;GCF_001426345.1;GCF_001427605.1;GCF_001427875.1;GCF_001650025.1;GCF_003056345.1;GCF_003056355.1;GCF_900110945.1;GCF_900116545.1;GCF_900128975.1;GCF_900177655.1
ID9829,Nostoc_RG2,0,2,0,GCF_002368035.1;GCF_002608075.1
ID422,Ruminococcus_RG1,0,22,0,GCA_001604035.1;GCA_002309635.1;GCA_002310115.1;GCA_002348905.1;GCA_002350065.1;GCA_002362135.1;GCA_002362175.1;GCA_002371825.1;GCA_002373775.1;GCA_002389995.1;GCA_003488415.1;GCA_900315755.1;GCA_900315975.1;GCA_900318825.1;GCF_000518765.1;GCF_000526795.1;GCF_000571935.1;GCF_000621785.1;GCF_000621845.1;GCF_900108555.1;GCF_900119075.1;GCF_900143025.1
ID10112,Planktothrix,0,4,0,GCA_001873365.1;GCA_003456035.1;GCF_900009135.1;GCF_900009145.1
ID26712,Algoriphagus,0,25,0,GCF_000166275.1;GCF_000429405.1;GCF_000429425.1;GCF_000429445.1;GCF_000429465.1;GCF_001442615.1;GCF_001593605.1;GCF_001936475.1;GCF_002002735.1;GCF_002150505.1;GCF_002150685.1;GCF_002807035.1;GCF_003253485.1;GCF_003254055.1;GCF_003259255.1;GCF_003259505.1;GCF_900101705.1;GCF_900103735.1;GCF_900108085.1;GCF_900112005.1;GCF_900113375.1;GCF_900115305.1;GCF_900116615.1;GCF_900129785.1;GCF_900148515.1
ID15269,Bifidobacterium_RG1,0,58,0,GCA_002298605.1;GCA_002451435.1;GCF_000010425.1;GCF_000196555.1;GCF_000260715.1;GCF_000263595.1;GCF_000263635.1;GCF_000269965.1;GCF_000522505.1;GCF_000737845.1;GCF_000741135.1;GCF_000741165.1;GCF_000741175.1;GCF_000741205.1;GCF_000741215.1;GCF_000741255.1;GCF_000741285.1;GCF_000741295.1;GCF_000741525.1;GCF_000741535.1;GCF_000741575.1;GCF_000741645.1;GCF_000741695.1;GCF_000741715.1;GCF_000741765.1;GCF_000741775.1;GCF_000741785.1;GCF_000770925.1;GCF_000771225.1;GCF_000771405.1;GCF_000800455.1;GCF_001025135.1;GCF_001025155.1;GCF_001025175.1;GCF_001025195.1;GCF_001025215.1;GCF_001042595.1;GCF_001042615.1;GCF_001042635.1;GCF_001042655.1;GCF_001417815.1;GCF_001546455.1;GCF_001546485.1;GCF_001563665.1;GCF_002259745.1;GCF_002259755.1;GCF_002286915.1;GCF_002286935.1;GCF_002742445.1;GCF_002802865.1;GCF_002802915.1;GCF_002860345.1;GCF_002860365.1;GCF_002860405.1;GCF_002896555.1;GCF_003129905.1;GCF_900094885.1;GCF_900129045.1
ID13707,Microbacteriaceae_mixed_RG2,1,27,0.037037037037037,GCA_002292955.1;GCA_002529645.1;GCF_000421545.1;GCF_000421565.1;GCF_000718085.1;GCF_001421565.1;GCF_001423185.1;GCF_001428255.1;GCF_001429165.1;GCF_001620055.1;GCF_001660485.1;GCF_002024505.1;GCF_002355535.1;GCF_002563955.1;GCF_003014675.1;GCF_003065425.1;GCF_003070885.1;GCF_003194085.1;GCF_900104685.1;GCF_900105715.1;GCF_900113185.1;GCF_900115155.1;GCF_900142065.1;GCF_900163835.1;GCF_900167575.1;GCF_900177615.1;GCF_900177795.1
ID29502,Salinicola,1,13,0.0769230769230769,GCA_002695065.1;GCF_001937195.1;GCF_002179555.1;GCF_003006155.1;GCF_003206045.1;GCF_003206065.1;GCF_003206135.1;GCF_003206155.1;GCF_003206575.1;GCF_003206615.1;GCF_003206645.1;GCF_003206695.1;GCF_003206715.1
ID32690,Pararheinheimera,0,6,0,GCA_003482455.1;GCA_003543135.1;GCF_000217935.1;GCF_000711985.1;GCF_000986865.1;GCF_001669775.1
ID46161,Edaphobacter,0,1,0,GCF_000745965.1
ID11965,Pseudonocardia_RG3,2,1,2,GCF_002262885.1
ID41416,Novosphingobium_RG2,0,17,0,GCA_001725355.1;GCA_002256775.1;GCA_002256985.1;GCA_002280675.1;GCF_000013325.1;GCF_000192575.1;GCF_000429005.1;GCF_000807925.1;GCF_001295795.1;GCF_001519055.1;GCF_001519065.1;GCF_001519075.1;GCF_001590965.1;GCF_001598375.1;GCF_003171715.1;GCF_900117425.1;GCF_900176395.1
ID24716,Polaribacter,0,25,0,GCA_000981625.1;GCA_001873065.1;GCA_002340765.1;GCA_002471825.1;GCA_003537695.1;GCF_000152945.2;GCF_000153225.1;GCF_000687935.1;GCF_000766795.1;GCF_001640115.1;GCF_001761365.1;GCF_001975665.1;GCF_002005425.1;GCF_002163675.1;GCF_002163835.1;GCF_002201235.1;GCF_002831685.1;GCF_002943715.1;GCF_002954605.1;GCF_002954645.1;GCF_002954665.1;GCF_002954685.1;GCF_003129485.1;GCF_900105145.1;GCF_900106075.1
ID40288,Rhodovulum_RG1,3,5,0.6,GCF_001633165.1;GCF_002073975.1;GCF_002079305.1;GCF_003053725.1;GCF_900142935.1
ID38663,Stappia,1,5,0.2,GCA_002709505.1;GCA_002722295.1;GCF_000423705.1;GCF_001696535.1;GCF_900105595.1
ID29444,Halomonas_RG1,2,25,0.08,GCA_002433675.1;GCF_000196875.2;GCF_000265245.1;GCF_000425725.1;GCF_000620045.1;GCF_001431725.1;GCF_001545155.1;GCF_001662305.1;GCF_001886615.1;GCF_002549795.1;GCF_002879615.1;GCF_002879645.1;GCF_002930105.1;GCF_003028575.1;GCF_003045775.1;GCF_003056305.1;GCF_003182195.1;GCF_003202205.1;GCF_003254665.1;GCF_900100195.1;GCF_900104135.1;GCF_900109725.1;GCF_900116405.1;GCF_900116705.1;GCF_900142755.1
ID28985,Pseudomonas_E_RG2,7,16,0.4375,GCA_001465025.1;GCA_002354655.1;GCA_002840155.1;GCF_000498575.2;GCF_001446935.1;GCF_002025205.1;GCF_002163625.1;GCF_003060885.1;GCF_900099645.1;GCF_900100495.1;GCF_900105355.1;GCF_900110925.1;GCF_900113745.1;GCF_900115555.1;GCF_900116605.1;GCF_900188155.1
ID26340,Mucilaginibacter_RG1,0,7,0,GCF_003148845.1;GCF_900100945.1;GCF_900101875.1;GCF_900103125.1;GCF_900110105.1;GCF_900110415.1;GCF_900155965.1
ID22305,Prevotella_RG1,0,61,0,GCA_002305505.1;GCA_002342415.1;GCA_002342665.1;GCA_002351725.1;GCA_002353225.1;GCA_002353295.1;GCA_002353485.1;GCA_002354095.1;GCA_002361655.1;GCA_002363695.1;GCA_002371695.1;GCA_002371715.1;GCA_002372235.1;GCA_002379425.1;GCA_002392835.1;GCA_002393705.1;GCA_002393725.1;GCA_900313235.1;GCA_900314755.1;GCA_900314985.1;GCA_900314995.1;GCA_900315035.1;GCA_900315525.1;GCA_900315695.1;GCA_900315765.1;GCA_900316265.1;GCA_900316445.1;GCA_900316475.1;GCA_900316645.1;GCA_900317405.1;GCA_900318395.1;GCA_900318555.1;GCA_900318585.1;GCA_900318685.1;GCA_900318795.1;GCA_900318815.1;GCA_900318885.1;GCA_900319305.1;GCA_900319715.1;GCA_900320045.1;GCA_900320255.1;GCA_900320905.1;GCA_900321425.1;GCA_900321965.1;GCA_900322175.1;GCF_000025925.1;GCF_000619825.1;GCF_000621725.1;GCF_000687715.1;GCF_000702825.1;GCF_002251245.1;GCF_002251295.1;GCF_002251435.1;GCF_002933775.1;GCF_900107705.1;GCF_900107775.1;GCF_900109055.1;GCF_900110085.1;GCF_900110895.1;GCF_900115435.1;GCF_900142525.1
ID15786,Kribbella,1,3,0.333333333333333,GCF_000024345.1;GCF_000372465.1;GCF_001984195.1
ID39290,Methylocystis,2,10,0.2,GCA_002412985.1;GCA_002862095.1;GCA_002929055.1;GCA_003134075.1;GCA_003152255.1;GCF_000188155.2;GCF_000283235.1;GCF_000304315.1;GCF_000372845.1;GCF_002117405.1
ID29968,Cellvibrio,4,9,0.444444444444444,GCA_002483145.1;GCA_002483365.1;GCA_003056245.1;GCA_003524365.1;GCF_000019225.1;GCF_000766945.1;GCF_000953825.1;GCF_001183545.1;GCF_002007605.1
ID31685,Enterobacteriaceae_mixed_RG7,1,9,0.111111111111111,GCA_003533305.1;GCF_000156395.1;GCF_000173415.1;GCF_000314855.2;GCF_000314895.2;GCF_000527275.1;GCF_001294465.1;GCF_001655055.1;GCF_001874625.1
ID9804,Nostocaceae_mixed_RG5,0,4,0,GCF_000426925.1;GCF_001277295.1;GCF_002368115.1;GCF_002934005.1
ID34031,Luteibacter,0,7,0,GCF_000745005.1;GCF_000745055.1;GCF_000964085.1;GCF_001887595.1;GCF_003050935.1;GCF_900109915.1;GCF_900110505.1
ID29385,Halomonas_RG2,7,26,0.269230769230769,GCA_001507855.1;GCA_002366715.1;GCF_000235725.1;GCF_000236035.1;GCF_000275725.1;GCF_000334215.1;GCF_000336575.1;GCF_000377665.1;GCF_000712975.1;GCF_001651035.1;GCF_001882345.1;GCF_002082565.1;GCF_002087295.1;GCF_002211105.1;GCF_002332255.1;GCF_002374315.1;GCF_002966495.1;GCF_003002925.1;GCF_003031405.1;GCF_900086985.1;GCF_900103865.1;GCF_900110265.1;GCF_900111305.1;GCF_900142895.1;GCF_900155385.1;GCF_900163645.1
ID13736,Microbacteriaceae_mixed_RG3,0,11,0,GCA_001898805.1;GCF_000007665.1;GCF_000419445.1;GCF_000421825.1;GCF_000470775.1;GCF_000633535.1;GCF_001423695.1;GCF_001424905.1;GCF_001428745.1;GCF_900100265.1;GCF_900114565.1
ID35154,Pandoraea_RG1,6,9,0.666666666666667,GCF_000767615.3;GCF_000814845.2;GCF_000815105.2;GCF_000934605.2;GCF_000972785.3;GCF_001029105.3;GCF_001465545.3;GCF_001465595.2;GCF_002179965.1
ID22120,Prevotella_RG2,0,89,0,GCA_000431975.1;GCA_000435635.1;GCA_000436035.1;GCA_000436915.1;GCA_002297965.1;GCA_002305235.1;GCA_002317385.1;GCA_002353825.1;GCA_002391185.1;GCA_002405875.1;GCA_002407775.1;GCA_002409785.1;GCA_002437115.1;GCA_002437285.1;GCA_002437565.1;GCA_002439605.1;GCA_002440225.1;GCA_002451555.1;GCA_002479145.1;GCA_002480935.1;GCA_002481295.1;GCA_003447235.1;GCA_003483565.1;GCA_900314195.1;GCA_900314365.1;GCA_900314455.1;GCA_900315635.1;GCA_900315835.1;GCA_900315955.1;GCA_900316015.1;GCA_900316565.1;GCA_900317545.1;GCA_900317685.1;GCA_900318855.1;GCA_900319905.1;GCA_900322035.1;GCA_900322095.1;GCF_000144405.1;GCF_000146675.1;GCF_000160535.1;GCF_000163055.2;GCF_000177075.1;GCF_000184945.1;GCF_000185145.2;GCF_000185845.1;GCF_000191065.1;GCF_000218235.1;GCF_000220235.1;GCF_000220255.1;GCF_000262545.1;GCF_000312305.1;GCF_000373185.1;GCF_000377625.1;GCF_000378085.1;GCF_000378745.1;GCF_000379965.1;GCF_000382385.1;GCF_000424185.1;GCF_000426565.1;GCF_000426585.1;GCF_000430525.1;GCF_000455445.1;GCF_000479005.1;GCF_000518545.1;GCF_000599605.1;GCF_000613345.1;GCF_000613405.1;GCF_000613445.1;GCF_000613725.1;GCF_000613785.1;GCF_000613925.1;GCF_000613945.1;GCF_000614025.1;GCF_000614065.1;GCF_000614105.1;GCF_000614205.1;GCF_000688375.1;GCF_000758925.1;GCF_000762405.1;GCF_001262015.1;GCF_001553265.1;GCF_001953955.1;GCF_002224675.1;GCF_002251365.1;GCF_002251385.1;GCF_003043945.1;GCF_900113305.1;GCF_900155655.1;GCF_900187995.1
ID6758,Bacillus_X_RG1,3,9,0.333333333333333,GCF_001273755.1;GCF_001439925.1;GCF_001542915.1;GCF_001578185.1;GCF_001636405.1;GCF_001645685.2;GCF_002243645.1;GCF_900098925.1;GCF_900156045.1
ID45414,Stigmatella,3,3,1,GCF_000165485.1;GCF_900109545.1;GCF_900111745.1
ID1632,Butyrivibrio_RG2,0,3,0,GCF_000424545.1;GCF_000424585.1;GCF_900129945.1
ID32352,Photobacterium_RG1,1,2,0.5,GCF_000425165.1;GCF_000695255.1
ID33007,Shewanella_RG1,0,6,0,GCA_002783505.1;GCF_000146165.2;GCF_000203935.1;GCF_000217915.1;GCF_000485795.1;GCF_900156405.1
ID5777,Enterococcus_B_RG1,0,1,0,GCF_001544255.1
ID31578,Enterobacteriaceae_mixed_RG8,7,9,0.777777777777778,GCF_000749845.1;GCF_000803215.1;GCF_000803315.1;GCF_001742145.1;GCF_001742185.1;GCF_002291445.1;GCF_002307355.1;GCF_002847345.1;GCF_900129615.1
ID40558,Rhodobacteraceae_mixed_RG7,0,19,0,GCA_000500915.1;GCA_001828855.1;GCA_002256185.1;GCA_002256245.1;GCA_002280315.1;GCA_002280405.1;GCA_002336845.1;GCA_003243455.1;GCA_003509785.1;GCF_001294535.1;GCF_002794355.1;GCF_002855575.1;GCF_002900965.1;GCF_002900975.1;GCF_003034965.1;GCF_003054195.1;GCF_003060865.1;GCF_900105075.1;GCF_900110025.1
ID44300,Desulfobacter,0,5,0,GCA_002747145.1;GCA_003252055.1;GCF_000233695.2;GCF_000373985.1;GCF_000745975.1
ID40096,Rhodobacteraceae_mixed_RG8,0,12,0,GCF_000223375.1;GCF_000379485.1;GCF_000442315.1;GCF_000466965.1;GCF_000600335.2;GCF_000600975.2;GCF_002117445.1;GCF_002723615.1;GCF_003217255.1;GCF_900102015.1;GCF_900141735.1;GCF_900172345.1
ID13854,Clavibacter,2,6,0.333333333333333,GCF_000069225.1;GCF_000355695.1;GCF_001280205.1;GCF_001618005.1;GCF_002151125.1;GCF_002240565.1
ID40908,Brevundimonas_RG1,5,34,0.147058823529412,GCA_001794825.1;GCA_001796045.1;GCA_002280475.1;GCA_002280785.1;GCA_002292165.1;GCA_002343425.1;GCA_002386585.1;GCA_002387245.1;GCA_002419815.1;GCA_002430835.1;GCA_002432125.1;GCA_002434505.1;GCA_002479325.1;GCA_002479495.1;GCA_002483305.1;GCA_002483865.1;GCA_003241825.1;GCA_003248455.1;GCA_003248965.1;GCF_000144605.1;GCF_000204035.1;GCF_000421705.1;GCF_000635915.2;GCF_000701445.1;GCF_001295975.1;GCF_001424025.1;GCF_001425945.1;GCF_001427825.1;GCF_001592205.1;GCF_002002865.1;GCF_002157625.1;GCF_002979535.1;GCF_900116065.1;GCF_900163625.1
ID6951,Bacillus_RG3,7,7,1,GCF_000011645.1;GCF_001042475.2;GCF_001042485.2;GCF_001592005.1;GCF_001969815.1;GCF_001969855.1;GCF_900166645.1
ID38360,Pseudochrobactrum,0,1,0,GCA_900470285.1
ID41798,Sphingomonas_RG2,0,13,0,GCF_000226955.1;GCF_000282895.1;GCF_000712135.1;GCF_000935025.1;GCF_001428865.1;GCF_001591025.1;GCF_001598435.1;GCF_001650735.1;GCF_002002925.1;GCF_002091475.1;GCF_002127225.1;GCF_002796605.1;GCF_900114095.1
ID36583,Methyloversatilis,1,5,0.2,GCF_000372885.1;GCF_000378945.1;GCF_000385375.1;GCF_000527135.1;GCF_001713355.1
ID1876,Blautia_A_RG1,0,3,0,GCA_000285855.2;GCA_900066355.1;GCF_900120195.1
ID2759,Ruminiclostridium_A_RG1,1,5,0.2,GCF_000022065.1;GCF_000175795.2;GCF_000244875.1;GCF_000421965.1;GCF_000526495.1
ID32381,Vibrionaceae_mixed,2,11,0.181818181818182,GCA_001310415.1;GCF_000286835.2;GCF_000333895.2;GCF_000621165.1;GCF_001559595.1;GCF_002381345.1;GCF_002464935.1;GCF_900055185.1;GCF_900060185.1;GCF_900115495.1;GCF_900167155.1
ID11919,Allokutzneria,0,2,0,GCF_002155965.1;GCF_900103775.1
ID24284,Flavobacteriaceae_mixed_RG2,0,23,0,GCA_002280395.1;GCA_002441545.1;GCA_002784145.1;GCF_000425645.1;GCF_000789235.1;GCF_000941055.1;GCF_000943555.1;GCF_000943565.1;GCF_001310225.1;GCF_001642835.1;GCF_001747085.1;GCF_002741945.1;GCF_002806995.1;GCF_002807055.1;GCF_002843175.1;GCF_002886045.1;GCF_002893765.1;GCF_003143755.1;GCF_003258355.1;GCF_900112395.1;GCF_900112595.1;GCF_900114265.1;GCF_900141715.1
ID13628,Streptacidiphilus_RG2,1,3,0.333333333333333,GCF_000719095.1;GCF_000744705.1;GCF_000787775.1
ID40488,Rhodobacteraceae_mixed_RG9,1,19,0.0526315789473684,GCA_002452815.1;GCA_003249215.1;GCF_000021865.1;GCF_000714535.1;GCF_000714545.1;GCF_000715505.1;GCF_000737065.1;GCF_000740785.1;GCF_001705665.1;GCF_001856665.1;GCF_001940525.2;GCF_002020135.1;GCF_002020355.1;GCF_002358085.1;GCF_002563775.1;GCF_003217355.1;GCF_003254295.1;GCF_900156655.1;GCF_900217815.1
ID35500,Burkholderiaceae_mixed_RG9,7,12,0.583333333333333,GCA_002325825.1;GCF_000221045.1;GCF_000786695.1;GCF_001584145.1;GCF_001584165.1;GCF_001584185.1;GCF_002564105.1;GCF_003056055.1;GCF_900107095.1;GCF_900111995.1;GCF_900112135.1;GCF_900113705.1
ID30670,Psychrobacter,1,28,0.0357142857142857,GCA_000586435.1;GCA_002377905.1;GCA_002377945.1;GCA_002385225.1;GCA_002414005.1;GCA_002453355.1;GCF_000012305.1;GCF_000013905.1;GCF_000382145.1;GCF_000471625.1;GCF_000685805.1;GCF_001298525.1;GCF_001435295.1;GCF_001435845.1;GCF_001444505.1;GCF_001593285.1;GCF_001606025.1;GCF_001921745.1;GCF_002313155.2;GCF_002836505.1;GCF_002836735.1;GCF_003148585.1;GCF_003217155.1;GCF_900101915.1;GCF_900162815.1;GCF_900162825.1;GCF_900163785.1;GCF_900168255.1
ID41431,Blastomonas,0,4,0,GCA_000503195.1;GCF_000331245.1;GCF_000786215.1;GCF_003201955.1
ID10003,Crocosphaera,5,4,1.25,GCF_000017845.1;GCF_000167195.1;GCF_000169335.1;GCF_003013815.1
ID36039,Hydrogenophaga,1,14,0.0714285714285714,GCA_002840835.1;GCA_002842215.1;GCA_003241965.1;GCF_000723405.1;GCF_001428625.1;GCF_001571145.1;GCF_001571225.1;GCF_001592285.1;GCF_001592305.1;GCF_001713375.1;GCF_001761385.1;GCF_002001205.1;GCF_002127215.1;GCF_002127265.1
ID40581,Rhodobacteraceae_mixed_RG10,1,11,0.0909090909090909,GCA_003536295.1;GCF_000012905.2;GCF_000176015.1;GCF_000420745.1;GCF_001202025.1;GCF_001202035.1;GCF_001720585.1;GCF_002407205.1;GCF_003034985.1;GCF_900110135.1;GCF_900207575.1
